"","y","X","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11"
"1",0.965364332441984,0.846022734890714,-0.943839663328887,-0.740415774511734,0.40489171128281,-0.00891043937325782,-0.889575692550384,0.0699088574322954,0.399863349080896,0.204855823267554,-1.15940021593518,0.0766330853747216,-0.530963032657175
"2",1.98787505151985,1.72070361665559,1.10676512185352,0.527975531268673,0.555602340883846,1.32184919499062,1.2154809957878,0.193432116953278,-0.0571497968239281,-0.428772205535118,2.11051915345761,0.76360316691949,-0.549858883631984
"3",1.97887300170905,1.51104637250136,1.62809333498819,-1.36047766400428,1.36628248890066,0.0012352404581374,-0.288613486287759,0.585776903346678,0.299988439182087,1.16136407843256,0.046141514708576,1.79442362031699,0.413059619362217
"4",1.24451514339148,1.18375462801214,0.461633505663418,1.35875422741054,-1.59684402891161,0.159719263801546,0.689679349735369,2.80645532221774,-2.28761990383567,-0.112544499853232,-0.537145126544533,0.872817227336033,-1.76117630397676
"5",1.50218881478444,1.32446297293204,0.138659708201102,-0.696557785391519,0.388235617469888,-0.253450294673444,0.755507320788589,1.10314090492276,-0.0428869006562035,2.33976371761909,-0.384448324837486,-1.06900453964385,-0.311474708547096
"6",1.18588493722179,0.716806435989562,0.103064581437936,-0.673974131547195,1.63674557683126,-0.948360976862593,-0.194202094301048,0.762667645404093,0.670165231985468,-0.40925119949314,-0.970437497207626,-0.42836184691137,-0.714091157695952
"7",1.12889849807201,0.54999486894112,-0.875285018222016,0.506845204946733,1.33344099527356,-0.941599700417216,-1.21129129073057,0.554919644572891,-0.730208154127227,-0.773260536570824,-0.639334261049675,-0.978954390887884,0.138885798329192
"8",1.57093252139801,1.2450037716763,2.39240623727645,0.047349241151624,1.75858321184863,0.492919219123842,-0.29509754849747,-1.70411304826516,-0.534930089610924,0.397785920575059,0.326556161718672,0.0731440067287697,0.537468270697819
"9",1.44629658623055,1.25104694851757,-0.434186048765619,0.598881317437071,1.36810522782108,1.49054425010158,0.134212204814887,-0.745225593067213,-0.604066382145161,0.4422774342511,-0.404494366896935,-0.349446276061143,0.321366745158495
"10",0.997107782906401,1.1754879916166,1.11538578930418,0.0871787068751345,0.912535064842133,-0.436910294031029,0.117114391109804,0.365660135834976,-0.874411160276303,-0.732696438973227,0.274949557493742,-0.847182970204273,-1.84385718731099
"11",1.04903581051652,0.670924785519557,0.893259731711592,0.324759660726032,-1.40330872955826,1.68321569758509,-1.29857633156305,0.262531522411039,-0.218882275411725,-0.184366665563691,-0.398228478196947,-0.778753455315685,-0.587635170171804
"12",1.77301518667257,1.31611240955707,0.87362031912036,-0.490385737537029,0.125148983850063,0.315800739322387,0.811615836502407,-0.497752234921443,1.67257613815897,0.114244776591911,1.26214104235729,-1.14183147472618,-0.217521897511804
"13",1.38512018325197,1.13068850276076,-0.744781784944139,0.88709640625141,1.33163361239975,-0.454430977242297,0.508940313993257,-1.14504250515025,0.842297751184918,-0.30282684098431,-1.65415246829628,1.26128371007803,0.344373472858485
"14",1.44451707909976,1.11994677286017,-0.471563929198581,-0.107170955146151,-1.49092425611858,1.25644989611295,0.641002598229853,0.91894555010284,0.370183451754146,-1.29823631465379,1.17657402319478,-0.416966767881864,-1.30509836804872
"15",1.29424133063684,1.01779129697706,-0.609053122544453,1.40803016172536,0.429361255750099,-0.257122903578955,-1.48422800405091,0.299823098990731,0.133678408547278,1.06811662988903,0.433391717312988,-1.78010856820079,1.48836547578849
"16",1.51447049800249,1.0546484975229,-0.905473076843953,0.24743119067586,-1.1126440892063,0.771005809420458,-0.184476414051801,-0.955011239637133,2.26517235122921,-0.30449640805371,0.838553509454563,-0.0904503136797287,2.08456866265235
"17",0.884055456837033,0.586351479908328,-0.189796948542028,0.0103519972972474,-0.500337094149615,-0.423520645412723,-1.89286251209324,1.37430913876192,-0.317639413896835,-1.79036412942448,1.81773016518679,-0.374688437972706,-0.658631164814318
