"","y","X","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9"
"1",0.500259539890429,-0.0305436827382781,0.129655569780496,0.421931557826893,-2.21031430189972,1.10977589460694,-0.559390652352669,0.440689631203162,0.55610080078663,-0.546738670129238,0.300144061388219
"2",-0.881537416325979,-1.15449375817728,-0.668522223654711,-1.13468893528133,-0.454538585318331,-1.12709269375021,0.148625910937416,-0.830112564216114,-1.18042202558831,-0.0476619616808442,-0.400498854778588
"3",-1.36111245939838,-0.0993759851656029,1.49955045855139,-0.628275998927726,0.522283520057302,0.00888352219646828,-0.276368419420101,-0.216628432542697,-0.999322718133143,-0.602608509115123,0.995549484059655
"4",1.8424921978348,1.99860857467586,0.839216582263975,-0.816940900907557,-0.612944072325901,-1.02042936102049,0.644101739072896,0.451704407931582,0.354750241285972,0.806435531710605,-1.43842366072732
"5",3.17837642263945,2.44681085614173,-1.00716637581547,0.956280291351489,1.4797281171219,0.718652774030337,1.02183809494668,-0.375785940199854,0.310255089854983,0.857277836299396,-0.023686372548737
"6",2.91559871230185,1.68929472487554,-1.03653798040375,-1.27492160627016,0.156579017353426,-0.104118990689555,2.26215169198402,2.02180406375105,-0.310967140613765,0.989180160177692,-2.10557063158595
"7",3.28311482337716,1.49106137126332,-0.224790414616493,-0.287069140775828,1.06764498741056,-0.135636675865863,2.12296251844991,0.00291103948638762,0.584364590400019,0.331400936592007,0.553489101984577
"8",0.500128952120046,1.25236004584196,-0.639096238472037,2.89598476344822,-0.355619875741515,-0.428375699986935,-1.38919149364323,0.685222435431734,-2.12286902553433,0.856755251664483,1.53848820237341
"9",3.21623972435096,1.5812879590953,-0.713322648944731,-1.33327156848675,0.292630109003077,-0.117213003290559,0.677023446458864,2.12072098431017,-1.52296008166951,1.07081685173824,-0.261527354080177
"10",1.01643141073218,-0.299184754206741,1.26780001101858,0.0953102895752847,1.27422566202791,-0.971268656262159,-0.50642969898614,-0.557440067542223,0.329150135245995,-0.703641745238466,-0.71441498635967
"11",-0.383939143338368,-0.287465763217775,-0.609454878532582,-0.69955304122626,-0.636171358447007,1.29262595695782,0.272342386774188,-0.828906146362498,-0.2118290154855,1.04981446707444,2.07708500644017
"12",-1.1109742942365,0.583067396037793,1.36853454740878,0.642081112892017,-1.28603777283659,-3.11514871336991,0.807307072992629,-1.61744358233205,0.910508493001667,1.15855990303133,0.653799518709519
"13",-0.758636159993888,-1.26002061099277,0.205099235897969,-0.477553570411191,-0.195481499346111,-0.603543852041243,-0.263263691359957,-1.19792607042928,0.56573067126234,-0.72656349174153,1.87317802322011
"14",2.54617574941267,1.8807205818873,0.239751827614054,1.35554396037035,-0.526072559895327,-0.253987929584494,0.0438444121229265,0.823861968693506,0.384061871539496,-1.62142674304591,0.198447827566164
"15",3.69231868817817,0.470386431564932,0.462176601778256,-1.4591100463201,1.04876018006928,0.962712682250239,1.57840361514492,-0.215050648310042,0.438817702975011,1.03748432056613,-1.59807936261477
