"","y","X","Z1","Z2","Z3","Z4"
"1",0.853504573253116,5.04747204872503,0.78647869282146,1.89594552883319,1.61657942297717,-0.193371664403208
"2",0.0985071072326273,-3.41293603491506,-0.192254379557198,-0.261260927480898,-1.54055598673631,-1.57956373721946
"3",0.583553244258968,2.47706192786514,0.558788548452778,0.0746049197600297,0.78610099380286,0.277253726784105
"4",0.43563233194678,1.06775059227654,-0.340943335245258,0.425595446845997,-0.577989468577924,1.07211872346991
"5",0.420383230917416,0.0367242990327334,0.892293362593094,0.0839118417438585,-1.18340557709618,0.143049964489156
"6",0.38826199751664,1.55267821369218,-1.74247751986647,0.244772602150301,0.0947689579289439,0.106636853724626
"7",0.497742984051895,2.50592191304006,-0.789543533618727,0.594928631068145,0.591339823434048,1.71398055839451
"8",0.368901714084796,0.199349100834073,0.269691498307073,-0.986820028416034,-0.361993759017694,0.596920395547796
"9",0.556422814807625,1.91493713764152,-0.314218801022364,-0.803799320856327,2.44047549771023,0.185247569117447
"10",0.336270927890553,-1.11688913877644,-1.06770167221098,0.000286639713461389,0.541277158202796,-0.163055775849618
"11",0.422428235291821,0.896750038798969,-1.13749163597639,0.269186619414649,1.2735106440092,1.4970584074593
"12",0.349516352221602,0.621681585693997,-0.297587221513491,-0.253355672986663,-0.485578043639954,-0.288320252902592
"13",0.183691725805938,-0.0653143793439699,-0.69404902031729,-1.41282819397264,-1.42785349804721,-0.858725881740295
"14",0.706205831010191,3.39715935508543,-0.222448247795246,1.98271448760477,1.06283883995513,-1.56140973808437
"15",0.749435640466277,5.77209169071219,0.0784862375147482,-0.730989436880742,2.04781296479762,-1.32983718861948
"16",0.327712286747242,0.81270036255012,-1.06949101136593,1.62081207325154,-0.939181494209813,-0.0441980526189303
"17",0.565104642632687,3.50979700571639,2.23065152960514,0.227513152055454,-0.399227835480221,0.0712199554903665
"18",0.408405599680626,0.809857081812454,0.76665523816982,-0.655913599749311,-0.315135801550728,1.54235473798319
"19",0.845425591385352,5.12119642799013,2.62399504083087,0.524074163240357,-0.28112381304929,1.59904385648592
"20",0.439227095716917,1.80040388980142,0.317408432262293,0.128200688611976,0.286146856096636,-1.00079828723638
"21",0.451231911438799,0.597627316934802,0.132580047990353,0.0187512259087341,0.649209400117189,0.690030164052703
