"","y","X","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11","Z12","Z13"
"1",2.26329600981413,2.94019763528285,1.10140130289277,1.3646194102759,0.105216971721298,1.12875260669483,0.603859965832162,0.351704881849676,-0.89030986202217,-0.0131012338733131,-0.3153641041776,-1.30393593197937,0.0560808001599042,-0.756313342174002,-0.667346032276953
"2",-2.6847142035127,-0.50264924447272,-0.169847442415162,0.520466481450229,0.876228009406574,0.515893544725345,-0.488444927736129,-0.0766875728499166,-0.945041283917439,-1.86576758369552,-0.194504874916114,-1.70291191754772,-0.626523247923001,-1.85695772804282,-0.504388803651045
"3",-2.13567243442229,-0.784508329729111,-0.0994709567252731,-0.941323058633173,-0.364570849742476,0.420461783955665,-1.26630689080826,-1.38730704757297,0.0479066718123306,0.0379359375818061,0.0408747637943351,-0.698581198280168,-0.524673581134164,0.118967355830218,-0.221713791507609
"4",-2.27536853426168,-2.05546729740638,-1.3118144294188,-0.38253573732643,0.74417198303005,-1.4831289514499,-1.02060927344288,-0.00294476476692034,-0.54581179523917,-1.45609055031552,0.337626019787505,-0.812846791985755,0.550638750060379,-2.59289276081196,-1.56958803285343
"5",1.94065804959942,1.20118934107297,0.845387186294974,-1.73582202311222,0.669774959680009,-0.878683900494557,-2.86081033690779,-1.82759628025625,-1.95301258007013,0.934013614533366,-0.331395534681712,2.14137678648073,-1.61706707116433,2.01622714113304,0.700450309304759
"6",0.982116531279333,-0.220616151604552,1.23013672742271,0.505174409709128,-0.156299030915456,-0.935756822049554,0.291338179388793,-0.369018459146273,-0.879895876137216,0.835110517202575,-1.05612346375462,0.00778988476410939,0.736474277236856,-1.84777897001032,0.899224533502148
"7",2.80264613334267,2.43985126557325,-0.292682761683082,0.938515375492304,1.04903341535075,1.57910376674737,-0.525152595795131,-0.598857200037236,0.523790414708423,0.552761692729921,-0.304221942113415,1.55084402252342,2.57393234042305,0.138681641486732,0.718761868753447
"8",3.48688700081284,2.46468832692954,2.5667017560911,-0.499620604722026,-0.0772000403126555,1.03566967606056,-0.6801772511594,0.644908955839831,0.918636866678186,1.21923591754679,1.2783775248592,0.867078895282344,1.31317863465034,1.25454428184669,-0.956127421282783
"9",0.83198339422883,1.02379263111849,1.17322759973869,0.143241553074663,1.3477422278795,-0.497240573222974,-0.760222252848713,-0.51640085281662,-0.224378647027321,1.9268115853942,0.725976373436962,0.389859318286676,0.581666831279732,0.945809065119587,-0.470177142116102
"10",-1.05974176620804,-0.612734759908791,-0.836623977235713,-0.451237106332531,0.571875923017605,1.3832057066716,0.943285942328593,-2.49408497917544,-0.0764689504976435,0.77496328273997,-0.75540592232628,-0.589146575255678,-1.30308424477436,-1.80839033385947,-0.542562127065466
"11",-1.11343339515411,-0.031791484490122,-0.756307026732725,-1.10925073557031,-1.06130820035681,0.378249070832454,-1.05247050700907,1.01839146080848,0.141224327044196,0.625097454389949,1.71962370455662,-0.879888492222873,-1.0165935186289,-1.92172389556178,0.534250827756745
"12",0.37430334470581,1.9491656917394,0.507684521026982,0.338074999324635,0.465050662455343,1.33241121301603,0.766550436733627,0.478038357680868,0.366089183377212,-0.115810672230275,0.467157961428831,-0.156940718126478,0.155397835613437,-0.290711213282467,-0.454699927808136
"13",-1.07836635332568,0.795415390985209,-2.19267720010851,0.0934625890381445,1.39843178636523,-1.09974758668689,-1.10716430135316,-1.04974128084142,-2.14265719587316,0.994112609862826,-0.629172058300907,0.346226063473678,-1.86055477859862,-0.791316020991694,-1.34323505245932
