"","y","X","Z1","Z2","Z3","Z4","Z5","Z6"
"1",1.36569721107434,1.08140467892199,0.334180501916875,0.265760357558672,0.18903937950189,0.656507012805076,-0.719129083017513,-0.121705872014171
"2",0.323289132039343,0.239339312831531,-0.401872114581608,-0.574496071735891,-1.10365842651592,-1.21337233729133,-0.680023826191957,-0.267820949807064
"3",1.29762029901592,0.330254763867823,-0.259452603431874,1.39017858865609,-1.47092546169371,-1.8151366130821,-0.410248010770174,3.54168072748624
"4",0.692213509863317,0.274780770328225,-1.69883328938944,0.114297569012457,0.216895591681268,-0.714156373465721,-0.96820714260662,-0.159763466938365
"5",0.587554814573748,0.188059196802237,-0.380940519382926,-2.34163703734168,0.201511811879601,0.0335936316005009,-1.83853636076493,0.706828114925744
"6",1.18049338035945,0.702881674700834,0.668988362133883,-2.64475281095471,0.477238093565511,1.39331637896948,-1.47008854581729,1.09954981387327
"7",1.10789856503944,0.530121222975381,-1.6790226282421,-0.199961539099874,1.21750372494072,0.781148557865746,-1.49653791533244,0.625705697846929
"8",0.834276989351323,0.489469770187812,0.358469902983247,-1.31531893893917,-1.75108696059896,0.806469308399924,-1.34757160634032,0.267928003727076
"9",1.59742246596519,1.28401903854027,0.0771855832915341,0.711054583984884,0.498812347934033,0.561015181125007,0.500087959962088,0.137804790931913
"10",1.30584899376071,0.837374274267869,-0.533933756560058,0.475965289323183,-0.0128336043558318,-1.14189339542054,0.416825034439183,0.960430364834186
"11",2.05207150557413,1.78244044600353,1.08097777641509,2.74599495263832,0.211808959868795,0.040527336556497,-0.101868308829195,-0.0722738183127671
"12",0.467583359491653,0.207685479148226,-1.05666275820113,-1.42368787355497,-0.71218816332648,0.762306723694031,-1.73506287107558,0.187710217427642
"13",1.27877552277397,0.819552044600228,0.743820660518468,-0.300036066206786,-1.0505030274066,-1.08716204725322,0.635144142822143,0.651412069446361
"14",1.19161074751624,1.00869749641802,-0.435036133400132,-1.05931353871732,1.73391184864445,0.122109306945928,-0.184409551162644,-0.510264302974354
"15",1.44744068434383,0.944875154904869,-1.25487215830871,-0.197784386534713,-0.560722538503064,0.618739800120384,1.1180018794155,1.18170449820268
"16",1.01656490476128,0.727157548426286,-0.447833044779263,0.193217674621472,-0.178538374151456,-2.06018271835996,0.967436838934566,-0.356756817395477
"17",1.58951026456342,1.15668271951039,-0.335478437606642,-0.781667360616985,-0.183111312596229,0.656226253056624,1.1917475166846,2.44435834139658
"18",0.449241261094805,0.147354796809643,-1.16080281750414,-1.24207693863255,-0.462350445062698,-1.00771002113467,0.169844832651793,0.000356692080050603
"19",1.61559770698068,1.42812023776925,0.235005326665773,1.03913266235224,-0.635592008563404,1.28408994747238,-0.498134661522043,0.470473967261924
"20",0.825808813840911,0.56293673164331,0.150297779818931,0.449197194875629,-1.66297154934606,-2.29505791666616,0.621670146973711,0.491151314420307
"21",1.78452519796213,1.69591074228787,0.979925522316324,1.87833943090569,-0.854996576480179,1.00549757834758,-0.566522112052817,-0.071099455744766
"22",0.818550615762012,0.681124998470253,-0.218339551499003,-1.52002764723383,-0.0046013207901925,1.51185061052325,-1.77029112572798,-0.50894329525293
"23",1.76062535357158,1.46652384732588,1.16045494572627,0.782201829740202,-0.737883302155015,0.20234139524174,1.64305624995883,0.488674789492276
"24",1.83251964547439,1.68306590443382,0.609223674770151,2.11600978990002,0.651714059206205,0.114692779617053,0.661999201066394,-0.864594524352038
"25",2.38266414617582,1.85360803846924,2.12100309638285,0.738736080826176,2.01538411733883,-0.245675024874157,-0.452390076879241,0.684577178323915
"26",2.03148209463696,1.45542848722166,0.74891917694374,2.42376942579995,-1.41775479075801,0.706136434063902,0.952423416607681,1.48882814136531
"27",1.39443410595174,1.22587459829553,0.6876116597956,-0.530995367741954,1.28796256836998,-0.785704577862781,-0.844646809341492,0.312507591129267
"28",2.19933170434567,1.96199346173247,1.49926639088882,0.327499215354335,0.841487513141206,1.21008600954744,0.616299363399665,0.250325806317959
"29",1.295172554962,0.754963267923991,-1.54677347585252,-2.18308072142377,0.367959676800463,1.9412577318853,-0.201342336741767,1.33068987431398
"30",1.50510704075316,1.2218079815183,1.66619169467606,0.306514576628613,-1.48421962814479,-0.096094895577242,0.364031098862759,-0.376190753579402
"31",1.37629213011131,1.16941343927062,0.200526381215608,0.358886456523476,-1.20702871698016,1.03078658201407,0.200234320825763,0.453584998573805
"32",2.3088810820376,1.72543225417689,1.41374667892027,-0.485283416063473,0.622450266409767,-0.998207604445171,2.62678237238995,1.53200557742783
