"","y","X","Z1"
"1",0.90379179088309,-0.0320889528620605,-1.67022311115332
"2",1.21372971154628,0.199602079557941,-2.42640941929819
"3",0.0438236151521683,-1.09970401524714,-2.87426566268314
"4",-0.522556749373428,-1.73177006581484,-1.48224180821924
"5",1.7708109248347,0.698874584871922,-0.0541543270173677
"6",1.29360947005575,0.195926604493275,0.286707707588254
"7",2.859147857267,1.77297571253822,0.885529516822247
"8",1.13466526687237,0.0986713004157341,-0.277238279926431
"9",0.0145564336945332,-0.965984080266981,-0.386302300168782
"10",0.491798717553765,-0.531208631053108,3.97425274123944
"11",3.1009394110503,2.23502585238723,-0.54865096345017
"12",2.27725021412989,1.17948922274472,1.26058749302422
"13",2.14793715285535,1.27844424016915,-0.510413320151457
"14",1.35665308031026,0.146894656937456,-0.368577948803284
"15",0.430095853001047,-0.552398076623812,-1.19302204451155
"16",0.0931668407231468,-0.853661273734029,0.487561359622878
"17",0.354005807202652,-0.655137875514609,-0.15438137439922
"18",-0.185800040420282,-1.16039305494082,-0.226967903985899
"19",0.84562796155436,-0.219441885310905,-1.15307560049984
"20",0.803701159238099,-0.155575381497089,-1.10850719773059
"21",0.568598198747087,-0.543480206417261,0.75607983593898
"22",2.28507774572314,1.33558045281134,1.06187365235227
"23",-1.19716959902643,-2.08995693054517,0.161679523596994
"24",3.45917074561222,2.44771017506882,-0.693237152703724
"25",0.237968287038,-0.70534462773843,0.505399725261027
"26",2.22712529499654,1.2028115982368,-0.0134663387173449
"27",1.30393051349401,0.271526515076956,0.0695304648781759
"28",0.980211977511349,0.0404785693940086,0.865455667294947
"29",-0.320862261160881,-1.26159048189574,-1.81886123726339
"30",0.893097291330715,-0.147876225772625,0.116167242475235
"31",1.38411655158992,0.431231217390473,-0.183205627335117
"32",0.851262329746423,-0.00773585169233521,-0.526573814751286
"33",1.89729344908035,0.999370707230775,0.512706492416365
"34",0.955539053113051,-0.102797184889897,0.650437458447741
"35",0.464804537069412,-0.517766065670672,0.267732298301263
"36",1.83561008367881,0.705861991045421,-0.591236174740109
"37",1.75819434918979,0.589451707945039,0.0626609499645439
"38",0.331164740382514,-0.626573271857314,-2.60011649298814
"39",0.126303914111727,-0.90127454662176,0.00789285176290437
"40",2.23537581598876,1.14741883534029,0.938788167345485
"41",2.06820662876755,1.29610629795937,0.540889881977575
"42",1.77654288065885,0.610681782969217,0.76948764236994
"43",1.61108200993084,0.712370168117962,-1.13079369929356
"44",-0.0533239762101034,-1.09646343609769,-0.449110905245603
"45",-0.995760040308509,-1.9309662350622,-0.380847878658033
"46",2.44345533239121,1.29028917961217,-0.134580365577599
"47",1.13358983505424,0.139839175884557,2.14551233646659
"48",2.82396256360839,1.8658083533657,0.171292883943781
"49",1.4756251261199,0.527503797407698,-0.355891832327202
"50",0.264731019429467,-0.751862512653072,-1.24245773845361
"51",0.723752299351012,-0.316220143632186,1.73393535495418
"52",0.0564631105841488,-0.944255150456986,-0.76662540223878
"53",0.469519200767221,-0.435669225963793,-0.110360551645407
"54",0.543968317478462,-0.530653164269262,0.837527897919679
"55",3.74860248327003,2.80020490803047,0.321886641633464
"56",2.30045738828775,1.30230161163828,0.247835028778576
"57",1.05617879832513,-0.00134105097718387,0.0887466358398307
"58",1.50979480334606,0.359641867649762,-0.559459413584126
"59",2.40025648902549,1.32695715551876,1.26964928078679
"60",0.24552973536293,-0.738477353720886,0.195651043677213
"61",1.75071915633043,0.575413613086512,-0.5968876716518
"62",-0.490066612093807,-1.55886661350616,0.0309684655052092
"63",0.882843661495522,-0.00243588413175095,-0.839007082717062
"64",1.14067086751547,0.0198394385541197,-0.158785449235746
"65",0.951092414415911,-0.128765935375069,-1.39417729294214
"66",1.44966344136695,0.624097186223653,0.309572620034497
"67",0.472377047330519,-0.395709164095352,-0.853874122528115
"68",0.105288960064402,-1.05271438479828,0.670015085475036
"69",-0.702095134852244,-1.705242267203,0.819871919087344
"70",2.80780260926029,1.65333391931217,0.615979329596779
"71",0.602212643308289,-0.462560323208268,0.56523178343145
"72",-0.609368279314339,-1.42243809245245,-1.24829462050671
"73",3.78896297016994,2.82631414876088,-0.0902304238807398
