"","y","X","Z1","Z2","Z3","Z4","Z5","Z6","Z7"
"1",1.59750681822591,1.04126378421671,0.260834019164491,-1.7678563801358,-0.580157829226216,0.0298595004155548,0.217866635848215,0.653548848065093,-2.25542038835423
"2",1.70336266307796,-0.206951985979902,0.236087533887741,-1.2077256143471,0.71913139769459,0.3710398761266,1.33815684843414,1.43383537133125,-1.61508092483979
"3",1.75155865656855,1.47122272694721,1.56727071687589,1.15834007659338,-0.0729853541071296,2.50045309121316,-2.95132785686258,-1.14787474936811,0.127545439859136
"4",2.94276869068422,2.20479477204799,-0.888967341693504,0.123040337454378,-1.07086549156592,0.90947209889872,0.415050753655457,-0.740892153652492,-1.69357484705722
"5",0.999601686199348,-0.555885265221581,-0.164793791831842,-0.24562959317749,-1.44577808736098,-0.212257650854318,-0.782729398781699,1.05373743696802,1.43163096225538
"6",1.06600561529887,1.60595092354194,0.182170821357826,1.18684246378787,-0.247202305246807,0.676177090858481,-1.15812438579926,1.30054260520384,-0.486262552432734
"7",0.367072222392193,1.26366251364736,1.33024873799326,0.853374495033934,-0.885142670745917,-0.561201083677557,-0.538786370657089,-0.299476703994028,1.45722460123979
"8",0.932976955651832,0.400749630287855,2.53213890785019,-0.521036984296117,-0.079577577705443,1.15858604217731,0.609579702828869,0.1185940282082,0.258222704314567
"9",0.708688131144349,-0.0315978318293978,-0.973986014657921,0.445094150115343,0.382268532411734,0.175485837505998,-0.519116875041552,-0.139005920690861,-0.432840969432932
"10",1.45939728421836,0.617566247222669,-0.908236761194631,-0.679512934808816,-1.28464855697857,-0.0232986966176318,-0.271371475423057,-0.75703611532342,0.311176702320405
"11",-1.76375871161945,-0.197502995892586,0.154263068146799,-0.696214076981729,0.562847341672214,0.14806046728512,-0.0475964394812894,0.542521053965102,0.609334927126276
"12",0.725089319613101,2.29536633918843,0.171896361783418,-0.191936461498048,0.75174527233661,-0.558101807794316,-0.766530344290717,-0.547491730806512,-0.186018431348599
"13",1.906821378643,1.31199492490741,0.917566124618659,-0.1448057134963,0.471004101794093,-0.522730910982093,0.239922065579922,-0.0264139248128252,0.029810839159657
"14",1.57741421532127,1.67205679523723,-0.275878033052693,0.239744092305063,1.36254723406135,-1.29148019566697,-0.38447320768867,-0.560568954015544,-0.00817246051056219
"15",0.949472244232648,1.9682193153133,-0.648001223768511,-0.875639481430833,1.08237153713932,0.397639643622411,-1.34466708328199,-0.531256184090538,-0.746682443017781
"16",1.31709262861706,-0.174127489401739,-1.72285571349786,-1.30219274720975,-0.328856157226707,0.517452607737423,0.0501222470635631,2.06990323710293,-0.128897667988601
"17",0.864430951524882,1.12600060952811,0.273422503004861,-0.0994675223052866,0.129336657599899,0.739024314674205,-0.147286207065413,-0.75011776019979,0.683966620426292
"18",2.64398210972489,1.36796631599019,-1.26659947352657,0.58411516821406,-0.095821832606144,0.312491042966296,0.30767605754536,-0.321073916476748,-0.175345361722701
"19",2.09258816306645,1.60615334754101,0.985667455134057,-0.822733943632049,1.83298415579416,-0.412699240562504,0.758229106303764,0.795267192808399,-0.731813066528074
