"","y","X","Z1","Z2"
"1",0.491752107053943,0.537543315118292,-0.191617801579312,-0.246513986051075
"2",0.399146885096237,-0.278898474085693,-0.790616530468818,-0.487020249973443
"3",0.804764374858079,2.99624540069876,1.92115817993079,0.0892325790821716
"4",0.507727354042275,0.520308759542902,0.391536378603831,-0.689911013287076
"5",0.61856429095918,1.40335758999393,1.71504683959266,-1.21372683261961
"6",0.580831846209674,1.16495780619393,0.680903478881794,-0.606154593579656
"7",0.735044487546867,2.38985497199551,0.799928650545563,0.567583215935494
"8",0.646228608739516,1.65790996482657,-0.208200547958724,0.705815815233729
"9",0.652159309345546,1.70002919554031,-0.959415136109393,1.59209573356267
"10",0.515780274912833,0.751936245246088,-0.764124133678175,0.375770005238889
"11",0.328693233574499,-0.9411520459033,-1.21505748423119,-0.622761368121422
"12",0.532430058763213,0.790328761094186,0.169388836700352,-0.53592914534756
"13",0.69160342478848,2.03734740214603,1.00947874959635,0.13150361390793
"14",0.436829938431667,0.00701549422298734,0.157506362522518,-1.18640674290567
"15",0.671210302984934,1.92773337264513,1.35551962543974,-0.56065084334665
"16",0.691532330195091,1.97515146192451,-0.11839521989165,1.16053839896932
"17",0.625081641719917,1.58170522491266,0.717186372353282,-0.229990230416994
"18",0.579525384680683,1.10808041244457,0.456895774690477,-0.417397277927804
"19",0.641800489824949,1.66794877154953,1.50939542509893,-0.846257868540618
"20",0.649512985684362,1.6790109537866,0.56557538449677,0.125203971563504
"21",0.60973977133515,1.3155031236427,-0.717168344378813,1.08560624211343
"22",0.756010904471021,2.40330379556354,1.00335543275453,0.490187950739937
"23",0.135712572748328,-2.41199484866523,-1.53251988398371,-1.80650741859068
"24",0.662000803393988,1.82989443017654,1.2618017547588,-0.454228810021426
"25",0.730861521400515,2.32989848008252,0.177342132987942,1.16425098215705
"26",0.485247426732318,0.431200789165189,-2.20717355880422,1.77113403894429
"27",0.32309417159037,-0.863740092089537,-1.117651345375,-0.77345992966908
"28",0.113595823289168,-2.51669903245057,-0.475238982644752,-2.97565616450802
"29",0.64090029400691,1.62782519077001,1.55480461456088,-0.87141209828701
"30",0.438313424397173,0.0445848344283094,-0.669769925212505,-0.326406128193686
"31",0.685635193027226,1.97263974016232,0.213354151595108,0.845598959438205
"32",0.683474332908918,2.02781031028397,-0.341420105010784,1.30451243825923
"33",0,-3.50922239115195,-3.36884503184154,-1.08918995262797
"34",0.526945087126037,0.726792998105602,-0.578558562680894,0.305265019285616
"35",0.726205834468293,2.33759561380121,0.104793863230559,1.22039793701184
"36",0.687747020259457,2.06680972108634,0.380299042081778,0.542030000658328
"37",1,4.29852441050657,0.749169406036743,2.6392755046638
"38",0.352892826050694,-0.617775336664265,-0.487930519093105,-1.12335284049014
"39",0.25550884968026,-1.54123275019743,-0.476733153767155,-1.84862126914972
"40",0.516983706253069,0.674478960491439,-0.252794663251793,-0.0834399045888836
"41",0.871918850905309,3.41894029963202,1.87413026976829,0.603981615265499
"42",0.543570629526113,0.918688702806643,0.540821492233324,-0.678132502383125
"43",0.648866384397326,1.66564922642791,-0.152227832871216,0.898306461385886
"44",0.415855382591733,-0.15820081759185,0.422093850294315,-1.45837308924481
"45",0.563491974265649,1.04730015576676,0.0722221351850525,0.0612571144831922
"46",0.647142820948253,1.64028593244177,-0.788816963111654,1.53303894926646
"47",0.985888685804277,4.49178189171515,1.91663326061868,1.51570480058872
"48",0.434100428650978,-0.161373291584771,-0.776752650909251,-0.119298567442683
"49",0.465030041925754,0.218097592571085,-0.450381979504061,-0.353547611306465
"50",0.852077406167351,3.27745016984421,0.951347259178957,1.38094669435337
"51",0.792404590389646,2.8564396628888,1.07551654979289,0.762347836322687
"52",0.519442270486389,0.599413603495529,-0.686878454881889,0.386831344882062
"53",0.517101753506329,0.618972732276381,0.189216696509023,-0.532376076559416
"54",0.421879480927808,-0.221550681297857,-2.08618134379876,0.937274387503854
"55",0.729424925959799,2.40198347835313,0.659715592898412,0.681181310556386
"56",0.594606138159413,1.29762572324916,1.13119062527102,-0.772749689815837
"57",0.607649684878105,1.34591375302935,-0.126834524758178,0.436431176883068
