"","y","X","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11","Z12","Z13","Z14","Z15","Z16","Z17","Z18","Z19","Z20","Z21","Z22","Z23","Z24","Z25","Z26","Z27","Z28","Z29","Z30","Z31","Z32","Z33","Z34","Z35","Z36","Z37","Z38","Z39","Z40","Z41","Z42","Z43","Z44","Z45","Z46","Z47","Z48","Z65"
"1",0.307248151464339,0.713476529709466,0.617308000217393,-1.1959692648142,-0.18309035405566,1.99866999901726,-2.43718332886705,1.60156239427523,-0.105265820005687,-1.70669649887146,-0.540357793338201,1.45004786990479,-0.574926135289561,-0.0960897597107312,-0.182732083382593,1.3221188845304,0.586834483827384,-0.59340910249586,1.47421471678041,0.691663253180616,1.4318524811062,-0.330632951130748,-0.316460271688339,-1.50759824706773,0.822337198609491,-0.0457540680306698,0.90135646627501,-0.458963743881926,-0.412943818775599,1.17246301161305,-0.626591847611443,-0.164332627976981,1.48320286707224,-1.52463514923177,-0.54394273815763,-0.668450960986232,-1.97079381753131,1.39416316875442,-2.02485020203416,0.457633823988174,-0.0335240584941096,0.302970165250439,-1.12049583906575,0.122978801377673,-0.0725911882972838,0.00676063448153287,-0.697036254239417,-0.557156300775854,0.149875598975914,1.46215774492361,-1.75472722969394
"2",-1.65640325744963,-2.42530500278984,1.89488878368447,-0.576679894976111,-0.355909703024883,-0.135559092002013,0.632097571848224,-1.1829299844019,1.44038718374229,-0.542009618959525,0.645727877577614,0.186499075846865,1.11341192184123,0.153420224904738,0.628981912426143,-0.0566522669902024,0.289737494697929,-1.84006872752736,-0.871588962371496,0.131195041851141,0.0315609069927961,-1.07916401904449,-0.322091264855564,-0.889858366001917,-0.582337317036995,-0.195825840390991,0.607769399351762,-2.55977663033976,-0.177528705552514,1.63755059426879,-0.215140737184612,-0.61851447731696,-1.71122135464655,-0.389901085738005,-0.398134842763496,-0.560353810477958,-1.13639826512746,0.260880644585178,0.609880175894223,-0.230741516982109,-0.0302450332152032,0.335038771861231,0.622464156487657,-0.51851881957146,-1.4007491699797,-0.565326435925741,0.202304072295434,-0.116958156854644,0.917648625786206,-0.292207505409333,-0.195618626849629
"3",1.92070229465707,1.26432063010127,0.457419191290031,0.214180022135786,-0.995052452743821,-0.85356395176809,2.27397988754734,2.63642428325304,-0.158461739034813,1.82280077907422,-0.754398502534235,-1.15269229803866,0.565770838227192,-0.588803730556741,0.394056033405594,-0.835402470012012,0.0450270626667867,1.09171791092736,-0.252572745738429,3.95635056544055,0.885985436999887,0.133382578862813,-0.0232911432986216,0.115515990308165,0.767525142638184,0.88822402601542,0.662084317167939,0.297626034183105,0.687832921698624,-0.0965119311061238,-0.375945313661235,1.15004069895349,-0.879861861520092,0.433682658729395,0.141998630225558,0.743458524009398,0.342147803982051,-0.169722526615853,0.316096673897957,0.334030966384353,1.59630195718798,-3.28074989400083,-0.378882868594814,-0.881015425364062,0.139662515178995,-0.798457129112621,1.07109379688518,-1.45637539753556,0.118960758004094,-0.885927270004267,1.67291353729434
"4",3.82182918454507,2.29614892149601,-0.44603221291538,0.403237874963922,0.620310675558224,0.880624591247938,-1.22875905661337,0.316129727205074,1.07946620092306,-0.461926799756883,-0.540422612878548,0.23493713978342,0.0944450333369689,-2.49400121334372,0.128959926994855,-0.309123599752922,-1.35828339114202,-1.14985675899894,1.16828171752845,-0.772366286322028,0.803558040825223,1.5464088486255,-0.0551989330339659,0.536584714925991,0.728193387864757,0.673400895424351,-0.496705136860318,0.622559788111722,-0.2126080482572,0.202293423097902,-1.07060970420227,-1.33377388738397,-0.909876889377184,0.722644565751137,0.139890658262441,-0.440131100507358,0.22457737253224,1.3173290723968,-0.63390254324183,-1.14053060051606,1.36504203420922,-0.430820266072437,0.217657500486292,0.253109299335964,0.82096954435329,-0.843157151968117,1.17594418712894,-0.788083946109422,1.46210860186244,-0.914463480390871,1.08677645655433
"5",1.04882371082439,0.148596515328701,0.269188656086711,1.68136873329916,-0.173112592912039,0.236044111927663,-0.853702689097577,-1.10022796797287,0.603984774382264,0.498341457688801,-1.39911890166907,-0.0819301246174847,1.03918307449814,1.02776243201818,-1.12887894235315,-0.516449863615001,1.95963988102524,0.517849569830323,-0.441225607309647,0.757320059674343,-0.562363194068678,-0.316986706509154,1.0271839903789,0.238741244498779,1.47458807078658,0.626745376756304,0.572336413185939,-0.474965531057968,-0.199935984498032,-1.67567523116589,0.170820355672051,-0.615974232933498,0.123732021088867,-0.717697873728035,0.529676324357642,0.365608791854563,2.68987758600295,1.60386504421682,0.460518413706109,0.319607467776016,-1.46013153518549,1.21238737973882,0.405052378150189,-1.40772048538033,0.941526645027416,-2.12265157840715,-0.725674600337274,0.85166870903536,-0.74590382104249,-0.642809004602272,-0.856769409637603
"6",-0.158267296160259,0.25256855735597,-0.695609649066095,-1.33288565265271,-1.84357075841325,-0.0116649604034738,-1.1883222369019,-0.383800104070563,-0.0971450640354852,-0.901670204601317,-0.638420259308167,-0.211213537885994,0.0447045287736973,-0.963975421945093,1.55678483407413,0.110404203499069,0.168954936426181,-0.486368623520698,0.291196417621726,-0.415001233696657,0.0855209381105539,0.517303140393775,0.417806487308232,-0.200485728410499,1.18276435766409,1.39942780381187,1.50942363697788,0.646027300150751,-1.70995577396837,1.33821728970522,-1.00165040418521,0.984523546590515,-0.766225978062913,-2.70543328832867,0.326525155324727,-1.25161694866334,0.328270254344735,0.522097974893888,-1.40298896291884,-1.36862066738135,1.42448991778871,-1.49631527144137,-0.928733915005574,-0.894223849506031,0.137413756051474,0.18784118773992,-0.196971800047843,1.62468101664544,-0.706632622964945,-0.273192662690379,-1.49051011916289
"7",-0.462166132947318,0.40502600530018,-1.26402187643752,0.919914713483303,0.354564271016299,-1.9362258934262,0.863109405279552,0.694293388000728,-0.0469020249604095,0.692448920031589,-0.221519615206093,-0.525441749156796,-0.381503387344261,0.237722747811743,-0.663940271077359,0.374604074069088,0.797226875304415,-0.0366224895579252,0.0311275973514582,-1.85048786733346,0.938371045324252,-2.00502742871972,-0.17297525022258,-0.672119332565033,-0.246718122408284,1.0293566443148,-0.0723944628859752,1.50367992952114,2.05618229691201,0.149487306536416,-0.587103332267868,-0.744330157344277,-1.86074259437712,-0.404659889725894,-0.75393131079888,-1.40223553600549,-0.773029615346473,-1.2617042914577,0.79699453261575,-1.42401347574233,-0.0945573056227915,-0.141552638832228,-2.28583956141031,1.86931412586131,-0.366674451190996,0.27082846650604,1.75692643869712,-0.302339607538672,-1.14984226622076,0.434557843689591,-0.558044796885271
"8",-0.212257716149533,0.134938067281597,-0.107942557535549,-0.349822939733486,-1.41188553205327,-0.46124983981033,-0.000569982970232446,-2.25926269032203,0.342115385559609,1.15397998607372,0.539802797911651,0.572849235266872,0.126720452634933,0.247922175253928,1.00374761834413,0.247538786307824,-0.496215053925127,-0.344053861987038,0.988738987575889,1.12292792271741,-1.07272069913939,0.111762782629057,0.321271076407066,-0.972404820523148,-0.45631766776083,1.71831779642082,0.94687066581923,-0.198093417347969,1.04882659768127,-1.11932666457468,2.39761177710529,-1.59045288570507,-0.384352399243581,-1.66115673571215,-1.19631265069193,-2.14002030123383,-1.07326473281764,-0.385543530621333,0.712089637426172,0.419864285133761,0.110007700728493,-0.613730335294662,0.713657689610529,-0.0425540936351641,-1.73500514214502,-1.02277484256332,1.01255545234099,0.0722441556111044,-1.12719298201919,0.0240405350749866,0.175364757618474
"9",2.56735372607539,0.896543601396279,-1.39396277064628,1.19386096940748,-0.501959342330681,-0.677843104793313,0.070012141255405,0.671616908685382,-1.79361943242896,-0.608989862654326,-0.660067014925351,0.743345321449209,-0.105668662779473,-0.445567850436841,-0.526675076731018,0.552674778796831,-0.637496690267791,-0.136778704664292,2.51356917611148,0.362964712921387,-0.100584535972792,1.12420094497611,-0.618806630250309,-0.100852511711083,0.401474373543614,0.726701972135603,0.211914160438802,-0.712151488464783,0.601675607475484,0.923334494460179,-0.701795896880903,0.786002410200362,0.505715242366519,-0.811767475212056,-0.20280536211702,-1.2931321996139,0.385483562102202,-1.31580645718372,0.575510121096223,1.3112182432423,0.708724309997354,0.408495301797248,0.100440216212464,0.0415395314389287,0.904245653008638,-1.27878173299994,-0.496501933789596,-1.19129244304542,-0.911590273444558,0.541414435406402,-0.0522054050905188
"10",2.67004717343609,1.45843414331655,2.53342035414115,2.60561713928622,-0.0171387757206051,0.508301888078143,-0.0695444608073562,-0.376206212234824,0.999412331848348,-0.854642249980766,-0.735882744868265,0.928213018108698,2.03762552596721,0.933938596193393,0.0984937826334375,0.556721758641232,0.510243350396706,0.23167820480448,0.833352613997863,0.165509186844955,-0.151530061472281,-0.765333001464204,-0.434009839285215,1.41992392093884,1.08140117358085,-0.291576967548319,1.1840888216112,-0.592364202959046,-0.563050884499422,-0.510735754210079,0.933780379403096,1.05691484279343,-0.121378850664223,0.0108221494589759,0.717620963301454,-1.32763632511536,-0.36006609329518,-0.325086808333725,0.694556892812909,-0.299935533777833,-0.456409813253684,-0.664240825896232,0.0397100779858818,-0.509722056476559,-0.231832885312432,-0.701018216862937,0.577815204019969,-0.245339979377533,-0.831890513665436,-1.60931289108679,-0.861654437589347
