"","y","X","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11","Z12","Z13","Z14","Z15","Z16","Z17"
"1",0.406421171665553,0.993364967768308,0.476533128072831,1.7873598551395,0.988696761252317,0.153797479480164,-0.143531422222687,-0.818823014932329,1.20240031338551,-0.278397605058445,-1.0459399270953,-0.489706177255025,1.45118628999427,-0.689509855560427,0.886882182166277,1.25473921576643,1.36522269529975,0.336870028435928,-0.289481601885847
"2",4.62757414416413,3.07737665304918,-0.322592112996305,1.97443313054572,0.380820354939845,-0.115867906164788,1.70078575818737,0.480576855838126,1.52488785656252,-0.545943104307319,0.49277974085487,-0.935085397007756,2.3100803472204,-1.1689085288763,0.132440905224863,0.848019596355711,-1.26579084425814,-1.73998357496547,-0.473874459993131
"3",5.51230335729886,4.74001110926377,-0.310534114541003,1.85358520562784,1.91812017808482,-0.846538264699293,2.53832480444621,0.342558045086729,-0.73235160216635,-0.298253544646748,0.528496921236613,-0.506602181178571,0.173835819215953,1.09454626947759,2.14504392835299,1.09813099465077,1.79594675229127,-1.71176956963383,0.320288212639235
"4",3.2181778408471,2.79113067295888,0.00814756234090908,0.624378560785285,1.4530222980225,0.125793843460054,-0.245914011620474,-0.534016842659752,0.283237783461271,-0.530247679817104,-0.325369136072842,-0.388466404587041,-0.319945543021835,-0.507677068392633,1.28345728663103,1.00828635142896,0.502205687581092,0.509425318813359,-1.26179764078404
"5",-0.196527254237618,0.444724849495835,-0.451476565052851,0.379782389424169,1.1059706859129,-0.22460926675844,-0.513144076929749,0.161190645540437,-0.491360047252693,-1.00520960324142,-1.49341710883963,0.301826082573321,0.084716013702476,-0.159672401528783,0.130128307486333,0.146410572025779,-0.182774423904638,0.0286642856716964,-1.79940908412352
"6",1.6473545737435,0.932249915524444,0.518851853874915,0.0445441146040556,0.29789065529062,-0.188268388168576,0.350755615249485,0.80501029155252,0.217331463731068,-2.43434090575757,0.745224824529957,0.348350734929372,0.300931187037174,0.639879153084992,-0.127364193393633,-0.832573248820243,-1.82641892378954,0.240041891693915,2.22221162234971
"7",-0.63816241437588,-0.12217898763329,-0.773460481126343,1.2352027055555,0.0567055513304502,-0.280123852720552,2.18558751574359,-1.3292484207346,-0.483749414710265,-1.11295290997372,-0.29549247656248,-0.996849124798821,0.948460537131081,0.370004654623982,-0.877356603819224,-1.42042568769036,-1.21952475334362,0.492788669231439,-2.50961269089183
"8",1.69662596849747,1.82826267410973,-0.677969215678627,0.852974802347558,1.07054574850804,-0.714608269721215,-0.907983897851533,-0.690734468826916,0.798451940966304,1.50618461156127,0.0950467698928389,0.567576038505808,0.876701520478904,0.323471687072481,1.20084170125516,-0.51239703129505,-0.559154095990197,0.968291368252851,-0.345860574859508
"9",0.426819498267882,-0.147022489420004,-0.105238893777512,0.394008202201528,-0.712496349129685,-0.103559839913683,2.0446753858615,0.0469890488665168,0.0482885537436631,-1.74942074863006,0.0551161572095619,0.593600578964101,0.943878970162037,-0.181794616223627,2.34179950581387,0.0304885962231155,-2.22146946342884,-1.44541622880169,0.230218944169356
"10",2.67274501006575,1.51213455335539,-0.737034815241967,0.246121155606933,-1.14622664327842,0.404184891356481,0.296422352712319,1.21535037941164,1.7546957898067,-0.303254373698823,1.82882963766117,-1.7898008281626,-1.35192179649974,-0.104618879539016,-0.997956139816451,1.16035838519839,-0.469510171087327,1.66031828659416,0.456043424092452
