"","y","X","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10"
"1",0.521183851789282,1.66237163758963,-1.19020577504778,0.75402202174145,0.0090818849685537,-0.176548113481792,0.101511698014087,0.843799448443379,0.457954511457015,-0.530469039188362,0.00370903619202184,0.396214223843502
"2",0.95152227682851,8.02806367749178,1.72185096593589,0.156297338983664,0.760726149162174,2.27434789614223,2.25307874229505,0.0174907358392674,0.739484176556682,-1.64070734696633,0.928848135560436,-0.192179185497322
"3",0.534667674305593,1.87321618604184,0.745170755824405,-0.611389020746994,-1.48688896439306,-0.165577325413816,1.7571929309649,0.0312313534396267,0.0171695779074854,0.407343218288448,1.79671036727685,-1.6930384157718
"4",0.109858687438781,-4.47182146822805,0.710638102757227,1.04576431391259,0.476288550092142,-1.11194138419601,-2.00123167250341,-0.80558832312852,-0.485672781861282,-1.76042857969753,-1.5614617033918,-0.065558398682701
"5",0.768554925794822,5.34429467506432,0.733686338988109,-1.85140073843892,-0.708530074313013,0.280445089527557,0.806819601973971,-0.0430375406955117,0.322219552759495,0.0718031400775627,2.37987075325139,2.20855602786165
"6",0.362059231933928,-0.776225783829988,-0.686541298568988,-0.23307251399712,-0.11915991771057,-0.166184757848282,-0.458918261701864,0.915569145268089,-1.01610385989237,-1.65990118456432,1.45109816603729,0.400325837440101
"7",0.764935082105075,5.21900896405569,0.342677811505999,-0.712366684246037,0.327740063249371,-0.323462286916074,0.645583448110122,1.10106442125566,1.19653644071435,-0.353720669355918,1.3715474260963,0.745671747630978
"8",0.76872794306392,5.39153594044359,-0.0938254369472949,0.839162414262343,0.563905243494418,1.63330620628119,0.586269924524138,-0.283453360548046,0.410436100424592,0.890171406616813,-0.649214307679607,0.516253269874902
"9",0.307497038556898,-1.54022153808352,-0.171871661248956,0.0475969176616271,0.746933490794989,0.36992058749675,-0.457109037141716,0.723023315598328,-0.881631506621258,-1.56133334263094,-0.712184398694082,-0.716346487889326
"10",0.436432126745543,0.511674838859193,-1.09950814945526,0.129108510078261,-0.344036111408281,-0.926350970894029,2.01446542008641,-1.40495246365348,0.128022793425739,0.425324857976647,-0.363464955321935,0.758791989809633
